gas_metana,suhu,kelembaban,tekanan,hst_hari,dosis_urea,dosis_npk,status_lahan
250.8,26.5,79.3,1006.62,52,34.3,37.9,0
324.4,30.0,68.9,1024.0,54,38.8,42.7,0
594.8,28.0,66.4,1010.83,7,21.9,53.7,1
354.4,24.7,63.4,1016.64,20,39.1,94.0,0
342.9,25.8,79.5,1007.99,43,64.9,73.0,0
388.6,26.2,64.3,1014.11,73,0.0,0.0,0
1204.4,32.3,71.8,1010.47,28,0.0,0.0,2
222.9,32.1,75.5,1003.37,47,33.4,38.8,0
456.2,27.6,84.5,1012.26,61,21.6,23.0,1
868.4,31.9,71.1,1013.07,94,0.0,0.0,1
388.0,28.0,85.5,1012.48,38,69.7,80.0,0
696.9,27.6,84.0,1014.1,18,16.7,47.8,1
198.7,28.7,66.9,1012.31,54,33.8,38.0,0
360.1,29.3,85.5,1013.49,80,0.0,0.0,0
264.0,26.9,73.6,1013.85,16,41.3,95.3,0
386.0,28.6,71.8,1013.13,47,35.1,39.4,0
390.0,30.7,73.6,1012.65,7,38.5,92.0,0
409.8,28.9,76.0,1010.12,8,39.3,102.8,0
592.2,28.6,72.5,1015.33,53,14.3,18.6,1
117.7,29.9,68.9,1012.26,35,69.8,74.2,0
292.6,30.4,69.6,1011.98,90,0.0,0.0,0
441.3,28.3,77.2,1015.04,65,0.0,0.0,0
145.0,27.2,74.6,1013.99,50,36.3,43.2,0
534.3,29.0,80.5,1010.81,46,12.6,16.3,1
289.9,24.0,76.4,1017.63,55,38.0,42.7,0
363.4,27.9,76.7,1009.09,9,39.1,97.3,0
605.1,21.6,81.0,1009.64,94,0.0,0.0,1
712.2,23.8,88.1,1015.59,105,0.0,0.0,1
542.1,23.4,88.4,1019.38,23,39.2,41.4,1
219.7,31.4,87.4,1011.23,17,37.9,96.4,0
529.2,28.5,83.4,1014.69,19,20.6,51.0,1
546.2,25.0,93.7,1009.08,71,0.0,0.0,1
495.7,29.9,79.7,1010.0,71,0.0,0.0,1
768.1,31.3,78.8,1017.21,90,0.0,0.0,1
415.0,29.9,95.1,1014.53,80,0.0,0.0,0
753.8,28.0,52.8,1017.32,50,19.0,23.2,1
751.6,29.2,74.2,1017.05,66,0.0,0.0,1
553.6,31.0,86.6,1005.94,74,0.0,0.0,1
459.7,27.2,84.3,1009.06,56,18.8,20.4,1
497.1,28.6,97.8,1014.21,53,19.6,20.8,1
848.3,27.8,76.9,1007.31,70,0.0,0.0,1
653.0,24.0,72.3,1009.56,61,15.7,19.4,1
232.8,31.1,73.2,1018.24,69,0.0,0.0,0
482.2,34.3,78.7,1011.35,66,0.0,0.0,1
257.4,26.1,89.8,1015.74,77,0.0,0.0,0
285.6,31.2,89.9,1013.15,69,0.0,0.0,0
330.7,26.1,75.5,1010.87,57,32.2,42.0,0
189.3,28.9,78.2,1007.43,73,0.0,0.0,0
249.1,32.7,70.8,1014.07,50,32.5,36.9,0
788.4,27.0,71.7,1018.34,29,38.5,38.2,1
284.8,28.5,84.9,1010.97,5,40.3,100.1,0
593.8,23.5,89.6,1013.49,61,15.7,16.4,1
433.1,26.6,70.1,1007.93,64,34.1,37.7,0
518.2,23.2,78.1,1010.9,102,0.0,0.0,1
528.8,29.7,73.9,1014.44,41,30.9,33.3,1
243.7,30.8,83.3,1015.85,44,70.6,78.1,0
592.1,27.9,72.7,1015.2,25,28.8,30.0,1
208.5,29.3,59.6,1006.14,12,42.3,104.5,0
279.0,27.6,84.5,1011.65,82,0.0,0.0,0
525.1,30.6,73.4,1009.86,30,30.5,36.3,1
235.9,28.9,74.3,1012.17,66,0.0,0.0,0
138.1,22.9,79.7,1012.86,74,0.0,0.0,0
471.4,31.1,79.0,1016.98,52,18.2,23.3,1
173.0,27.4,79.9,1014.28,93,0.0,0.0,0
548.9,24.9,62.1,1018.21,49,18.5,18.8,1
342.5,27.3,80.7,1010.8,33,70.9,77.0,0
468.1,23.2,59.8,1008.29,95,0.0,0.0,1
464.0,25.0,82.5,1018.34,91,0.0,0.0,1
568.5,28.9,85.5,1014.77,21,38.6,45.4,1
532.5,29.1,64.4,1010.65,8,20.3,44.6,1
234.8,29.4,78.8,1014.78,14,36.4,99.3,0
352.7,28.5,85.0,1016.17,34,67.9,71.5,0
467.9,26.6,72.2,1013.67,102,0.0,0.0,1
760.4,28.3,81.7,1010.7,61,17.0,21.6,1
534.8,27.3,52.3,1011.71,42,39.0,44.3,1
728.6,23.9,85.3,1014.27,94,0.0,0.0,1
479.7,26.3,76.3,1013.95,50,16.8,21.9,1
658.5,31.0,73.8,1017.49,37,28.2,31.7,1
449.4,32.9,84.4,1012.28,99,0.0,0.0,0
645.6,30.3,90.7,1009.88,90,0.0,0.0,1
334.0,32.8,80.1,1022.27,89,0.0,0.0,0
802.7,28.7,89.7,1013.86,56,21.9,23.2,1
505.6,33.4,62.8,1016.17,84,0.0,0.0,1
189.9,34.3,81.7,1015.08,23,32.9,39.6,1
475.4,23.6,74.9,1013.9,62,14.7,21.1,1
535.7,29.1,69.3,1012.45,103,0.0,0.0,1
601.9,28.7,59.6,1003.44,34,31.2,35.5,1
938.0,27.3,81.2,1009.53,84,0.0,0.0,2
308.4,29.9,83.4,1014.4,54,32.7,38.4,0
941.0,28.6,87.4,1003.73,9,0.0,0.0,2
399.1,26.4,86.0,1013.5,81,0.0,0.0,0
272.3,28.4,69.4,1015.56,22,68.8,71.5,0
311.7,31.9,87.0,1016.17,68,0.0,0.0,0
520.5,29.0,87.9,1015.34,14,19.9,48.8,1
252.9,30.3,73.8,1016.6,100,0.0,0.0,0
336.8,27.7,76.2,1018.87,34,70.5,75.8,0
469.7,29.8,68.1,1017.09,28,36.2,34.4,1
799.7,25.1,88.6,1013.94,18,23.1,48.6,1
593.7,27.1,63.1,1012.78,100,0.0,0.0,1
406.9,28.2,80.5,1013.65,76,0.0,0.0,0
519.4,24.9,70.9,1012.29,79,0.0,0.0,1
447.7,26.2,66.6,1017.16,55,36.2,40.8,0
218.1,29.4,60.1,1015.25,52,33.4,39.2,0
867.3,28.9,74.2,1011.92,16,22.2,56.1,1
805.9,30.8,65.3,1017.88,61,22.3,19.6,1
384.1,26.8,76.5,1012.23,30,67.9,75.2,0
317.2,28.7,91.0,1009.94,103,0.0,0.0,0
220.6,26.6,77.7,1013.21,85,0.0,0.0,0
535.0,30.5,93.0,1010.37,46,15.7,17.5,1
536.7,31.8,67.7,1016.53,20,28.2,31.5,1
263.4,29.9,65.1,1010.29,84,0.0,0.0,0
450.3,31.5,67.3,1012.85,17,22.9,50.3,1
584.9,28.6,75.4,1016.54,24,37.2,39.7,1
306.7,30.8,98.0,1010.76,26,70.8,77.2,0
361.3,28.7,61.9,1014.69,61,33.2,41.6,0
359.6,25.6,81.3,1009.84,84,0.0,0.0,0
271.7,29.2,70.1,1014.11,36,64.5,70.8,0
364.9,25.7,74.1,1015.24,13,36.3,95.7,0
174.6,35.0,65.3,1013.1,51,18.9,22.6,1
350.6,27.6,83.5,1013.37,80,0.0,0.0,0
353.2,30.3,75.6,1014.8,27,73.3,74.7,0
386.4,28.5,85.2,1012.27,27,71.2,74.9,0
500.9,25.0,77.5,1016.36,100,0.0,0.0,1
211.9,23.2,59.6,1018.05,100,0.0,0.0,0
231.6,30.6,85.3,1010.01,104,0.0,0.0,0
268.3,32.8,58.9,1019.43,86,0.0,0.0,0
201.2,26.4,60.1,1012.19,24,66.6,71.8,0
528.3,23.9,68.2,1020.23,26,32.0,33.3,1
300.2,27.6,68.3,1012.24,39,74.1,76.7,0
392.2,25.9,87.9,1015.73,37,68.5,75.5,0
257.3,26.7,74.5,1015.71,101,0.0,0.0,0
332.6,30.2,86.6,1011.89,84,0.0,0.0,0
460.7,28.4,71.2,1013.5,77,0.0,0.0,1
471.4,26.2,78.7,1018.29,24,32.9,37.9,1
236.4,30.1,80.0,1012.12,96,0.0,0.0,0
382.8,30.4,81.9,1011.79,88,0.0,0.0,0
259.4,27.6,72.0,1009.21,21,70.8,73.0,0
376.0,28.9,72.8,1018.74,92,0.0,0.0,0
288.1,30.0,73.5,1011.57,32,74.3,82.0,0
894.3,29.7,62.0,1017.45,13,21.4,55.9,1
583.2,28.6,75.3,1011.15,71,0.0,0.0,1
481.2,32.5,72.7,1017.34,70,0.0,0.0,1
346.5,30.1,80.9,1016.07,14,40.1,93.7,0
591.3,27.2,76.8,1012.45,37,41.3,43.7,1
388.2,27.3,87.4,1010.68,104,0.0,0.0,0
849.7,26.9,76.6,1010.96,73,0.0,0.0,1
619.7,30.3,71.2,1010.92,78,0.0,0.0,1
331.4,26.8,76.5,1016.98,26,73.2,74.0,0
802.6,27.3,82.2,1013.81,13,17.2,51.9,1
347.4,31.5,60.9,1009.35,33,67.0,73.4,0
919.8,29.0,69.9,1012.37,30,0.0,0.0,2
823.4,31.9,70.1,1012.79,28,42.6,40.3,1
459.5,30.7,79.5,1005.76,24,30.9,28.5,1
177.8,25.2,80.5,1012.56,62,36.1,40.4,0
442.5,28.2,76.9,1015.78,38,72.3,72.7,0
224.7,31.3,54.9,1012.77,87,0.0,0.0,0
292.4,25.1,62.0,1014.14,23,66.4,70.6,0
303.1,29.7,74.0,1014.95,51,34.1,42.0,0
223.7,28.4,71.7,1012.05,6,40.6,90.3,0
443.3,23.6,76.0,1015.81,53,32.7,40.0,0
275.9,28.8,72.0,1018.35,11,35.2,91.9,0
355.1,26.2,89.0,1007.92,103,0.0,0.0,0
304.4,25.2,56.5,1012.04,84,0.0,0.0,0
501.9,28.5,78.6,1021.4,54,12.0,16.7,1
484.6,23.1,83.0,1013.85,14,17.1,44.6,1
341.5,26.6,82.0,1013.13,64,35.1,43.2,0
513.9,35.6,82.7,1012.35,81,0.0,0.0,1
698.5,30.3,83.9,1017.71,24,42.5,45.7,1
128.7,26.0,70.9,1009.96,62,35.9,39.8,0
296.0,32.4,66.6,1016.49,86,0.0,0.0,0
245.3,25.7,58.7,1012.28,82,0.0,0.0,0
283.3,26.9,72.9,1010.63,85,0.0,0.0,0
118.2,25.3,69.4,1012.44,93,0.0,0.0,0
126.3,29.2,85.9,1013.09,99,0.0,0.0,0
89.8,32.3,73.6,1011.51,46,32.6,34.3,0
309.4,25.7,67.2,1017.14,62,35.7,41.4,0
305.1,22.7,65.9,1010.65,84,0.0,0.0,0
746.9,31.6,92.9,1013.74,75,0.0,0.0,1
426.7,32.9,75.8,1015.13,105,0.0,0.0,0
125.6,22.9,69.4,1013.7,6,38.0,95.7,0
507.6,29.8,77.1,1015.95,41,37.3,43.0,1
1450.0,29.1,92.1,1011.73,33,0.0,0.0,2
128.9,26.3,72.7,1015.43,31,68.2,76.4,0
856.7,24.6,81.8,1015.53,27,34.5,35.5,1
389.5,31.3,86.1,1016.64,76,0.0,0.0,0
321.7,29.0,59.9,1006.65,13,39.1,102.6,0
298.3,29.2,70.6,1015.03,79,0.0,0.0,0
466.9,26.8,85.0,1016.4,74,0.0,0.0,1
323.1,26.3,70.1,1011.81,30,73.2,75.4,0
220.6,21.6,79.5,1011.33,30,76.1,75.9,0
303.7,27.9,69.6,1010.8,68,0.0,0.0,0
473.3,32.5,72.2,1009.64,81,0.0,0.0,1
550.5,26.0,71.2,1015.58,93,0.0,0.0,1
900.0,24.2,81.4,1021.24,90,0.0,0.0,1
417.9,29.7,77.7,1011.3,101,0.0,0.0,0
718.6,30.2,76.8,1011.62,63,20.6,22.6,1
361.6,26.9,97.3,1013.3,96,0.0,0.0,0
385.9,27.5,90.8,1007.64,86,0.0,0.0,0
376.1,29.2,59.2,1010.82,94,0.0,0.0,0
442.1,28.1,72.2,1013.05,6,42.0,102.1,0
597.7,31.3,96.6,1010.12,102,0.0,0.0,1
316.6,35.3,71.1,1017.44,52,13.1,15.2,1
251.7,23.7,93.7,1008.72,85,0.0,0.0,0
620.8,31.9,72.4,1016.4,18,19.7,45.1,1
599.5,28.8,74.0,1018.39,45,32.4,36.8,1
773.4,32.4,83.3,1014.59,32,41.8,43.1,1
293.0,30.5,75.2,1012.77,34,70.2,73.9,0
355.3,28.7,80.2,1014.11,17,43.2,106.3,0
632.1,30.6,89.4,1011.71,86,0.0,0.0,1
314.8,27.4,82.4,1006.12,6,36.9,97.8,0
539.3,26.3,77.2,1009.82,36,31.9,33.0,1
362.4,30.8,90.2,1013.21,22,69.7,77.8,0
465.7,26.1,83.5,1009.96,64,12.0,17.0,1
218.5,30.3,69.8,1011.8,30,66.9,74.5,0
415.3,28.6,92.8,1014.93,31,72.9,77.2,0
79.6,22.0,81.5,1013.76,54,33.6,42.0,0
691.7,26.9,74.2,1016.95,70,0.0,0.0,1
573.7,29.4,58.8,1014.28,17,18.5,46.9,1
243.6,27.4,64.3,1014.49,23,68.2,72.7,0
864.5,21.4,90.5,1010.76,30,31.3,34.0,1
671.3,32.2,90.8,1008.59,102,0.0,0.0,1
223.6,29.0,76.7,1011.8,45,69.4,74.7,0
304.7,29.7,61.0,1010.7,65,32.6,39.2,0
229.7,27.2,66.8,1012.67,29,63.4,67.9,0
472.0,30.0,62.2,1009.52,54,15.7,16.8,1
298.2,33.6,61.9,1016.2,12,25.7,58.7,1
142.1,26.4,93.2,1010.69,8,37.2,92.7,0
385.1,33.2,93.5,1011.98,52,31.4,37.4,0
608.9,29.6,66.5,1013.18,45,40.1,42.2,1
419.4,26.1,75.9,1017.18,19,40.5,91.2,0
515.9,34.7,65.1,1019.41,74,0.0,0.0,1
438.9,29.6,75.9,1019.65,104,0.0,0.0,0
562.3,30.4,89.9,1008.76,45,39.6,44.0,1
458.0,27.7,85.2,1011.94,67,0.0,0.0,1
374.9,26.3,82.9,1011.28,101,0.0,0.0,0
416.9,29.0,74.3,1014.55,88,0.0,0.0,0
787.5,32.9,86.7,1014.33,51,20.9,21.7,1
530.0,27.6,81.5,1011.21,79,0.0,0.0,1
243.2,28.4,79.4,1010.93,18,38.4,98.8,0
413.7,32.6,75.0,1009.76,56,36.6,37.3,0
467.9,27.7,78.7,1003.96,33,33.2,37.9,1
368.8,29.9,78.5,1008.71,21,66.4,71.1,0
142.4,31.0,71.4,1016.28,48,35.0,38.1,0
255.6,27.9,69.4,1018.38,18,38.8,97.6,0
323.5,29.4,67.5,1017.97,75,0.0,0.0,0
913.9,30.4,68.1,1016.43,51,0.0,0.0,2
502.4,27.4,74.4,1009.71,58,20.6,18.0,1
174.8,30.8,73.0,1009.12,20,39.2,100.2,0
380.3,27.0,70.7,1006.91,19,41.4,103.2,0
727.6,26.6,70.1,1011.21,63,17.9,20.1,1
296.1,24.2,78.5,1013.55,104,0.0,0.0,0
643.7,27.1,87.7,1009.72,15,19.6,43.8,1
177.5,26.2,75.9,1014.76,34,65.9,72.2,0
86.0,27.4,75.4,1015.53,92,0.0,0.0,0
690.1,30.2,68.1,1011.59,12,19.9,43.3,1
315.3,23.7,74.1,1008.56,93,0.0,0.0,0
145.6,23.0,86.1,1018.08,57,33.9,39.8,0
327.7,26.4,84.8,1013.37,46,32.8,38.3,0
437.0,29.8,84.2,1020.04,36,75.2,77.0,0
493.9,29.3,84.0,1013.57,35,42.3,44.4,1
103.0,26.4,79.7,1013.82,36,74.2,76.5,0
284.7,31.8,79.4,1009.87,93,0.0,0.0,0
410.0,26.7,78.1,1011.77,77,0.0,0.0,0
493.3,29.8,72.5,1007.79,72,0.0,0.0,1
241.8,27.5,76.7,1008.55,85,0.0,0.0,0
359.4,26.1,77.8,1015.84,31,68.7,75.1,0
295.7,26.8,81.4,1012.26,67,0.0,0.0,0
444.1,30.6,76.9,1011.77,51,31.0,35.9,0
678.0,29.5,93.9,1010.66,83,0.0,0.0,1
336.6,31.2,65.7,1011.9,36,65.5,70.3,0
192.9,29.5,82.4,1017.22,69,0.0,0.0,0
277.1,24.0,75.6,1013.75,93,0.0,0.0,0
860.3,34.4,76.0,1009.12,45,19.1,23.0,1
256.1,29.6,69.1,1016.86,12,43.8,104.9,0
212.0,29.9,84.7,1019.29,57,37.0,39.2,0
326.5,27.4,81.5,1014.98,40,66.6,71.2,0
380.4,31.6,83.1,1016.37,72,0.0,0.0,0
304.7,25.4,77.4,1017.52,100,0.0,0.0,0
178.0,30.2,73.2,1007.45,54,35.4,38.0,0
465.2,22.7,75.4,1019.77,52,21.5,23.2,1
444.3,30.4,79.7,1017.1,70,0.0,0.0,0
552.3,25.5,59.0,1014.96,15,18.6,49.1,1
439.5,29.3,83.4,1012.81,30,70.0,77.6,0
825.4,32.3,96.6,1008.57,97,0.0,0.0,1
573.2,30.8,80.1,1012.09,72,0.0,0.0,1
518.2,31.9,73.6,1014.82,6,16.5,43.4,1
690.1,31.6,74.6,1009.38,25,32.5,37.2,1
426.5,27.0,82.0,1013.01,73,0.0,0.0,0
363.2,30.2,73.8,1009.11,81,0.0,0.0,0
462.6,23.7,83.4,1011.9,89,0.0,0.0,1
139.0,26.6,74.5,1008.52,34,69.8,74.9,0
427.2,32.4,90.6,1008.15,98,0.0,0.0,0
380.2,27.4,90.3,1014.44,60,32.0,41.0,0
487.1,23.3,73.2,1011.22,75,0.0,0.0,1
644.6,34.1,75.3,1011.55,65,14.2,20.5,1
525.5,30.1,75.8,1011.03,17,17.4,42.8,1
277.5,30.6,75.9,1022.78,101,0.0,0.0,0
594.1,25.8,67.9,1015.38,17,19.8,53.3,1
831.3,29.3,66.8,1015.75,30,41.3,46.3,1
652.7,29.2,86.6,1010.54,86,0.0,0.0,1
201.6,26.2,85.3,1015.02,67,0.0,0.0,0
522.8,28.0,85.1,1012.45,89,0.0,0.0,1
216.8,24.3,75.4,1010.51,57,31.6,35.4,0
345.8,27.5,92.1,1020.0,43,69.2,73.5,0
480.2,31.2,75.8,1015.25,97,0.0,0.0,1
449.9,26.4,83.3,1015.08,9,38.0,95.8,0
646.6,33.8,64.2,1009.85,91,0.0,0.0,1
833.2,24.5,74.0,1008.8,28,33.3,38.0,1
503.6,27.8,74.7,1013.05,90,0.0,0.0,1
332.8,26.7,75.4,1011.24,19,37.1,96.1,0
142.3,28.0,64.7,1015.39,63,34.1,39.2,0
725.4,32.3,82.0,1015.63,94,0.0,0.0,1
381.2,25.7,84.7,1013.48,52,33.3,39.1,0
391.0,27.2,69.7,1016.15,80,0.0,0.0,0
406.5,30.3,66.2,1013.93,85,0.0,0.0,0
492.4,28.8,69.5,1010.2,79,0.0,0.0,1
499.5,29.0,80.2,1012.56,98,0.0,0.0,1
348.5,25.8,70.9,1013.73,50,35.2,40.8,0
379.3,28.3,74.9,1016.5,22,70.8,73.4,0
293.2,31.7,66.9,1014.04,10,41.7,96.9,0
277.4,24.0,92.8,1011.25,30,70.0,78.6,0
276.7,26.5,76.6,1016.63,19,37.4,98.3,0
377.1,23.4,85.8,1014.58,61,34.7,40.3,0
250.6,30.0,80.2,1018.66,23,66.6,71.4,0
82.9,31.9,75.6,1013.56,9,42.4,100.7,0
330.0,28.0,75.2,1009.62,9,41.9,98.7,0
207.9,25.7,69.8,1017.37,88,0.0,0.0,0
420.2,25.8,72.2,1011.23,64,33.1,38.3,0
292.6,27.7,67.4,1014.28,41,72.6,73.2,0
495.4,27.7,66.5,1013.9,94,0.0,0.0,1
217.7,31.1,93.7,1013.41,12,36.4,92.0,0
155.6,26.6,78.4,1012.66,103,0.0,0.0,0
379.8,29.7,88.5,1007.47,67,0.0,0.0,0
323.1,27.6,69.3,1009.74,23,69.6,76.5,0
198.9,26.4,65.4,1017.18,73,0.0,0.0,0
573.4,27.6,67.7,1014.75,81,0.0,0.0,1
236.7,29.4,72.4,1019.93,48,31.5,36.6,0
270.8,31.1,76.3,1009.62,91,0.0,0.0,0
626.2,27.8,74.7,1013.14,20,35.7,38.2,1
509.3,25.1,69.4,1017.32,33,40.6,45.5,1
223.9,31.3,76.7,1011.27,14,39.5,102.1,0
337.5,26.0,77.5,1011.55,26,70.8,77.5,0
212.7,29.2,82.0,1012.22,29,66.9,75.8,0
604.2,28.4,88.5,1011.69,97,0.0,0.0,1
604.0,28.1,72.9,1015.11,13,22.8,57.7,1
893.2,27.1,86.3,1007.02,48,19.2,20.4,1
1063.0,30.2,76.6,1019.0,58,0.0,0.0,2
290.9,21.0,63.0,1009.89,95,0.0,0.0,0
557.3,31.7,91.2,1005.84,105,0.0,0.0,1
144.5,25.9,95.3,1013.21,80,0.0,0.0,0
435.9,29.6,81.3,1011.93,102,0.0,0.0,0
488.4,29.5,76.8,1012.63,84,0.0,0.0,1
243.2,32.1,73.7,1014.34,101,0.0,0.0,0
281.9,29.1,72.1,1015.51,76,0.0,0.0,0
606.0,26.2,86.3,1019.15,13,21.7,59.3,1
494.3,24.0,75.9,1010.83,45,19.8,18.8,1
837.2,27.5,90.2,1015.96,70,0.0,0.0,1
789.7,23.0,76.3,1015.73,40,30.0,30.5,1
164.3,26.7,72.5,1004.01,32,71.5,75.0,0
305.4,27.7,70.9,1010.33,63,35.7,35.2,0
230.6,26.6,69.7,1008.75,98,0.0,0.0,0
568.6,28.6,80.4,1014.82,8,15.2,43.3,1
456.9,27.8,65.0,1014.43,82,0.0,0.0,1
238.5,27.6,69.0,1014.5,77,0.0,0.0,0
257.5,21.7,87.3,1012.18,101,0.0,0.0,0
704.7,24.9,67.9,1012.53,98,0.0,0.0,1
322.8,30.3,83.3,1013.15,81,0.0,0.0,0
133.2,30.8,58.5,1011.85,57,33.9,36.3,0
228.0,23.4,88.3,1015.97,25,69.7,77.3,0
922.4,26.2,65.2,1009.51,60,0.0,0.0,2
635.1,31.5,68.6,1010.51,82,0.0,0.0,1
205.9,26.5,81.8,1013.67,95,0.0,0.0,0
435.8,28.2,78.3,1011.96,84,0.0,0.0,0
616.1,32.5,83.6,1009.37,25,32.1,35.3,1
163.2,27.5,65.1,1015.11,65,29.7,34.6,0
649.4,27.1,73.6,1011.25,38,38.5,38.8,1
492.1,28.1,70.8,1010.29,6,24.0,60.2,1
273.6,33.7,66.6,1012.64,25,31.0,30.1,1
530.3,29.7,81.1,1010.12,16,24.7,55.2,1
460.0,28.6,84.0,1013.13,89,0.0,0.0,1
475.4,27.0,73.1,1011.99,31,37.0,36.7,1
428.1,30.0,88.9,1011.46,33,68.1,73.8,0
252.8,30.3,69.3,1011.48,101,0.0,0.0,0
276.7,25.5,88.7,1016.73,43,66.8,75.7,0
353.8,30.4,80.8,1014.54,6,41.4,105.5,0
407.4,28.1,65.6,1007.27,33,67.5,73.7,0
545.5,28.6,92.8,1016.34,17,19.8,50.1,1
933.2,26.0,72.2,1015.06,15,0.0,0.0,2
445.6,27.4,86.2,1014.85,13,40.6,99.0,0
540.8,25.6,77.2,1016.36,64,20.5,22.7,1
600.9,25.5,79.2,1013.3,24,35.5,35.6,1
559.4,29.6,83.7,1015.42,41,33.4,31.4,1
248.0,27.5,83.2,1011.62,91,0.0,0.0,0
736.7,24.9,73.1,1016.22,47,16.4,20.1,1
681.3,34.6,80.5,1014.01,97,0.0,0.0,1
425.3,25.4,79.9,1008.43,55,37.0,42.3,0
255.4,31.6,77.8,1016.88,45,75.3,79.8,0
404.2,24.4,74.3,1012.8,80,0.0,0.0,0
173.4,29.8,77.8,1012.31,12,36.0,101.3,0
783.3,27.8,92.7,1011.7,14,17.5,45.4,1
289.3,26.7,73.5,1011.96,70,0.0,0.0,0
344.9,29.1,86.3,1014.05,54,35.3,39.3,0
756.3,28.7,70.7,1009.79,84,0.0,0.0,1
712.9,26.2,68.5,1007.76,97,0.0,0.0,1
468.8,26.1,98.0,1009.52,44,30.0,30.0,1
840.3,24.1,80.6,1014.59,65,17.9,21.2,1
244.1,29.4,80.8,1012.68,55,32.3,40.8,0
468.9,25.0,81.1,1017.15,103,0.0,0.0,1
245.1,28.5,88.0,1013.02,88,0.0,0.0,0
661.3,30.2,79.5,1016.2,96,0.0,0.0,1
650.1,29.1,82.9,1010.83,30,35.6,36.7,1
869.3,26.5,67.0,1011.73,82,0.0,0.0,1
398.3,31.0,84.4,1013.28,32,70.8,79.7,0
987.0,27.4,74.0,1012.74,26,0.0,0.0,2
235.1,24.8,81.7,1012.41,99,0.0,0.0,0
387.9,27.7,61.4,1010.2,7,37.3,99.1,0
239.3,30.1,81.4,1007.7,102,0.0,0.0,0
438.2,26.6,56.9,1015.46,20,38.4,99.1,0
249.6,31.0,73.7,1015.07,87,0.0,0.0,0
662.2,26.3,61.5,1011.1,33,40.7,42.6,1
499.9,26.7,81.4,1014.58,40,34.9,37.8,1
225.3,25.6,76.6,1012.67,27,68.7,75.2,0
588.6,30.4,69.4,1017.12,64,17.8,19.8,1
811.4,28.4,88.2,1008.66,40,33.4,33.8,1
523.2,25.8,68.4,1012.81,71,0.0,0.0,1
193.5,27.4,50.2,1012.53,7,39.6,97.3,0
370.0,21.0,80.4,1013.81,11,36.1,89.1,0
555.6,30.7,61.0,1018.63,15,17.8,41.3,1
353.0,28.0,68.6,1012.82,47,34.2,39.2,0
233.6,21.8,71.6,1015.85,86,0.0,0.0,0
698.8,24.4,63.9,1012.73,94,0.0,0.0,1
345.6,27.3,71.8,1017.0,29,64.2,67.6,0
811.7,24.8,64.1,1015.88,62,19.0,24.2,1
306.2,30.7,77.4,1012.08,82,0.0,0.0,0
335.8,29.7,65.6,1011.83,34,72.7,76.5,0
294.5,29.5,76.3,1014.95,46,37.5,41.8,0
366.9,21.2,85.9,1010.96,57,36.0,36.8,0
495.9,27.0,82.7,1013.92,18,23.2,56.6,1
239.6,26.5,75.3,1012.0,8,40.0,99.2,0
217.8,25.8,67.6,1014.54,20,70.8,75.3,0
161.4,27.3,77.4,1012.69,68,0.0,0.0,0
152.0,25.3,70.1,1010.83,12,41.2,102.5,0
194.7,29.1,77.7,1017.12,24,69.3,75.8,0
305.2,30.6,61.4,1014.09,39,72.6,73.5,0
434.3,30.4,82.9,1013.06,13,35.6,96.2,0
482.8,28.1,76.3,1014.72,24,43.2,44.1,1
424.6,34.1,94.8,1007.4,96,0.0,0.0,1
766.5,31.7,87.1,1020.57,7,16.5,40.5,1
885.4,28.2,80.8,1013.34,70,0.0,0.0,1
346.4,27.1,74.9,1006.38,43,64.8,71.9,0
241.6,32.2,69.8,1017.44,72,0.0,0.0,0
1017.2,31.3,84.0,1010.62,64,0.0,0.0,2
687.2,24.6,74.0,1016.9,27,36.5,41.0,1
662.7,31.5,85.9,1013.68,90,0.0,0.0,1
299.2,28.1,79.4,1007.75,54,35.9,40.3,0
595.7,26.1,79.5,1014.16,87,0.0,0.0,1
426.3,23.0,81.1,1013.91,46,37.7,43.2,0
384.1,27.7,68.2,1017.28,103,0.0,0.0,0
383.7,28.5,67.3,1015.08,82,0.0,0.0,0
507.0,32.9,67.0,1008.91,102,0.0,0.0,1
778.7,31.2,84.9,1016.76,56,15.9,18.3,1
1059.0,26.9,68.0,1011.8,52,0.0,0.0,2
325.0,29.6,69.0,1019.27,81,0.0,0.0,0
438.0,30.8,80.6,1012.01,93,0.0,0.0,0
379.3,28.7,73.9,1012.51,101,0.0,0.0,0
490.8,26.9,72.8,1010.37,37,38.3,39.2,1
356.6,27.0,72.0,1011.5,85,0.0,0.0,0
972.3,29.6,56.2,1010.58,26,0.0,0.0,2
282.2,29.7,67.8,1017.37,60,34.1,39.5,0
325.2,27.7,86.0,1008.59,23,64.2,70.4,0
301.4,21.2,71.4,1016.07,40,65.9,69.0,0
370.3,24.9,59.8,1016.15,98,0.0,0.0,0
201.6,30.2,67.4,1018.07,20,41.8,102.0,0
304.2,22.5,79.1,1013.4,68,0.0,0.0,0
488.5,31.8,78.9,1009.66,64,15.1,17.7,1
486.8,31.4,73.5,1012.65,17,23.5,61.3,1
450.1,28.6,70.1,1015.33,38,30.8,36.0,1
745.7,30.2,64.1,1013.55,61,17.6,19.0,1
497.9,30.0,79.1,1014.53,24,29.4,30.7,1
733.9,28.2,83.1,1018.03,85,0.0,0.0,1
